ID,林道名,関係市町村,証拠種別,証拠区分,資料名,URL,照合方法,照合信頼度,本文直接確認,確認属性,抜粋,確認日
NGN-000026,古城線,駒ヶ根市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/henkou2.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000026,古城線,駒ヶ根市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/keikaku01.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000026,古城線,駒ヶ根市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/kyukeikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000026,古城線,駒ヶ根市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000026,古城線,駒ヶ根市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/99144102,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面,,2026-07-16
NGN-000027,宮ノ沢線,飯島町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000027,宮ノ沢線,飯島町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000028,不動滝線,高森町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000028,不動滝線,高森町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000028,不動滝線,高森町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/162488056,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別 | 路面,,2026-07-16
NGN-000029,二又沢線,高森町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000029,二又沢線,高森町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000030,売木うつぼ線,阿南町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=218m） | R7～R7,2026-07-16
NGN-000030,売木うつぼ線,阿南町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000030,売木うつぼ線,阿南町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/kyukeikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000030,売木うつぼ線,阿南町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/122676535,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000031,大久那線,阿南町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000031,大久那線,阿南町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000032,門原線,阿南町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000032,門原線,阿南町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000033,本洞線,木曽町,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道改良事業 | 林道改良事業（改良L=83ｍ） | R7～R7,2026-07-16
NGN-000033,本洞線,木曽町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000033,本洞線,木曽町,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000033,本洞線,木曽町,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/122668983,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000034,大恵曽線,泰阜村,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000034,大恵曽線,泰阜村,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000035,川端線,泰阜村,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000035,川端線,泰阜村,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000036,赤石線,飯田市,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=570m） | R11～R11,2026-07-16
NGN-000036,赤石線,飯田市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000036,赤石線,飯田市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/kyukeikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000036,赤石線,飯田市,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/151804778,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000037,御池山線,飯田市,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道改良事業 | 林道改良事業（改良L=60ｍ） | R10～R11,2026-07-16
NGN-000037,御池山線,飯田市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000037,御池山線,飯田市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/kyukeikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000038,弓の又線,阿智村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道点検診断・保全整備事業 | 点検診断・保全整備（点検診断L=336m） | R10～R10,2026-07-16
NGN-000038,弓の又線,阿智村,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000038,弓の又線,阿智村,osm,osm,OpenStreetMap,https://www.openstreetmap.org/way/112753991,OSM名称付き道路候補と線形,discovery,はい,代表位置 | 路線形状 | 道路種別,,2026-07-16
NGN-000039,野尻与川線,大桑村,current-prefectural-plan,official,長野県『農山漁村地域整備計画（R7-R11）』,https://www.pref.nagano.lg.jp/ringyo/documents/sinkeikaku2025.pdf,林道名・市町村の完全一致,exact-municipality,はい,行政計画 | 関係市町村 | 整備種別 | 整備内容 | 工期,林道改良事業 | 林道改良事業（改良L=5ｍ） | R7～R7,2026-07-16
NGN-000039,野尻与川線,大桑村,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000039,野尻与川線,大桑村,municipal-forest-plan,official,大桑村森林整備計画,https://www.vill.okuwa.lg.jp/sangyo-nyusatsu-business/noringyo/ringyo/documents/shinrinseibikeikaku_kouhyou/shinrinseibikeikaku_R4-R13.pdf,市町村森林整備計画内の路線名一致,exact-municipality,はい,行政計画 | 関係市町村,"]570(237)336〇法面保全局部改良越坂[4]20071法面保全大字殿八ケ沢[2]20094法面保全殿[5]250((15))(89)306〇法面保全局部改良大字長野赤ン田[5]25061法面保全除木戸[3]20077法面保全大字野尻野尻与川[6]300((3))1,022〇橋梁改良法面保全局部改良神戸沢除木戸[1]50((3))107法面保全恋路峠[5]250(64)117法面保全41開設/拡張種類区分位置路線名延長及び路線数利用区域面積うち前半5年分対図番号備考拡張(改良)(続き)計10路線計37箇所前期後期2,3201,1201,200拡張(舗装)自",2026-07-16
NGN-000040,美ヶ原線,松本市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/2022_01keikaku.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000040,美ヶ原線,松本市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/henkou2.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000040,美ヶ原線,松本市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/keikaku01.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
NGN-000040,美ヶ原線,松本市,existing-official,official,長野県「農山漁村地域整備計画の変更（第2回）」,https://www.pref.nagano.lg.jp/ringyo/documents/nousangyosonchikiseibikeikakur2~r6.pdf,既存Lv0資料から継承,exact-municipality,はい,行政計画 | 関係市町村,,2026-07-16
